2023-05-22 15:05:444 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:466 INFO  ViewSystemUsersPage :125 - Get text [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //h6[normalize-space()='Add User']]
2023-05-22 17:05:722 INFO  AddUserPage :118 - Set role : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //span[contains(text(),'Admin')]]
2023-05-22 17:05:177 INFO  AddUserPage :111 - Send text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //input[@placeholder='Type for hints...']]
2023-05-22 17:05:437 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:132 INFO  AddUserPage :65 - Enter user name : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:762 INFO  AddUserPage :95 - Send text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//input[@type='password'])[1]]
2023-05-22 17:05:948 INFO  AddUserPage :89 - Send text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: (//input[@type='password'])[2]]
2023-05-22 17:05:38 INFO  AddUserPage :77 - Click on save : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-05-22 17:05:662 INFO  AddUserPage :122 - Get text : [[ChromeDriver: chrome on WINDOWS (b82427a4fbf1a4ad55a77216445c78e8)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-22 17:05:398 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:446 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:645 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:714 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:428 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:986 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:492 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:652 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:766 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 17:05:49 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (21fb5e5dcf8c06122947ddf0ec1fdd86)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-22 17:05:184 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:199 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:352 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:433 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:581 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:22 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:476 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:716 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:909 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 17:05:249 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-22 17:05:393 INFO  ViewSystemUsersPage :70 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: (//i[@class='oxd-icon bi-check oxd-checkbox-input-icon'])[2]]
2023-05-22 17:05:611 INFO  ViewSystemUsersPage :82 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Delete Selected']]
2023-05-22 17:05:808 INFO  ViewSystemUsersPage :64 - Click on [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //button[normalize-space()='Yes, Delete']]
2023-05-22 17:05:33 INFO  ViewSystemUsersPage :136 - Get text [[ChromeDriver: chrome on WINDOWS (f9344a01dfc3e7d11cb17fdaf307fb38)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-22 17:05:296 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-22 17:05:982 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //input[@placeholder='username']]
2023-05-22 17:05:157 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //input[@placeholder='password']]
2023-05-22 17:05:234 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //button[normalize-space()='Login']]
2023-05-22 17:05:25 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-22 17:05:528 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-22 17:05:995 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-22 17:05:148 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-22 17:05:249 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //button[normalize-space()='Search']]
2023-05-22 17:05:623 INFO  AddUserPage :127 - Get text : [[ChromeDriver: chrome on WINDOWS (899a8703e1b0bff4fdb7824d6390bd34)] -> xpath: //span[normalize-space()='No Records Found']]
2023-05-23 11:05:171 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:640 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:255 INFO  LoginPage :34 - Logo is displayed [[ChromeDriver: chrome on WINDOWS (88350917dcc9f636f29d6c9c011edce5)] -> xpath: //div[@class='orangehrm-login-logo']//img[@alt='orangehrm-logo']]
2023-05-23 11:05:974 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:509 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:352 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:31 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:61 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:19 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:332 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (0673efc78215d3a7a7564527a8900cd0)] -> xpath: //input[@name='username']]
2023-05-23 11:05:522 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (0673efc78215d3a7a7564527a8900cd0)] -> xpath: //input[@name='password']]
2023-05-23 11:05:555 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (0673efc78215d3a7a7564527a8900cd0)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 11:05:865 INFO  DashboardPage :41 - Get text [[ChromeDriver: chrome on WINDOWS (0673efc78215d3a7a7564527a8900cd0)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-05-23 11:05:376 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:928 INFO  LoginPage :34 - Logo is displayed [[ChromeDriver: chrome on WINDOWS (95ac9a4bfd997d6d7d03a07b18e5262b)] -> xpath: //div[@class='orangehrm-login-logo']//img[@alt='orangehrm-logo']]
2023-05-23 11:05:364 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:62 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (84b943d7fe6a07c9a369f4bde632e105)] -> xpath: //input[@name='username']]
2023-05-23 11:05:225 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (84b943d7fe6a07c9a369f4bde632e105)] -> xpath: //input[@name='password']]
2023-05-23 11:05:289 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (84b943d7fe6a07c9a369f4bde632e105)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 11:05:760 INFO  DashboardPage :36 - Click on [[ChromeDriver: chrome on WINDOWS (84b943d7fe6a07c9a369f4bde632e105)] -> xpath: //img[@class='oxd-userdropdown-img']]
2023-05-23 11:05:781 INFO  DashboardPage :30 - Mouse hover on [[ChromeDriver: chrome on WINDOWS (84b943d7fe6a07c9a369f4bde632e105)] -> xpath: (//a[@class='oxd-userdropdown-link'])[4]]
2023-05-23 11:05:75 INFO  LoginPage :38 - Get text [[ChromeDriver: chrome on WINDOWS (84b943d7fe6a07c9a369f4bde632e105)] -> xpath: //h5[@class='oxd-text oxd-text--h5 orangehrm-login-title']]
2023-05-23 11:05:642 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:247 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //input[@name='username']]
2023-05-23 11:05:383 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //input[@name='password']]
2023-05-23 11:05:352 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 11:05:301 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 11:05:686 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-23 11:05:292 INFO  AddUserPage :71 - Click add user : [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //button[normalize-space()='Add']]
2023-05-23 11:05:840 INFO  ViewSystemUsersPage :125 - Get text [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //h6[normalize-space()='Add User']]
2023-05-23 11:05:05 INFO  AddUserPage :118 - Set role : [[ChromeDriver: chrome on WINDOWS (395148d6ef88e816f8e33340da87af68)] -> xpath: //span[contains(text(),'Admin')]]
2023-05-23 11:05:681 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:89 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: //input[@name='username']]
2023-05-23 11:05:221 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: //input[@name='password']]
2023-05-23 11:05:286 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 11:05:467 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 11:05:738 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-23 11:05:861 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-23 11:05:41 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-23 11:05:108 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (27b22edcabce97256807605dda5c31d3)] -> xpath: //button[normalize-space()='Search']]
2023-05-23 11:05:164 INFO  ViewSystemUsersPage :75 - Get text Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='oxd-table-card']/div/div[2]/div'
2023-05-23 11:05:911 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:186 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: //input[@name='username']]
2023-05-23 11:05:294 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: //input[@name='password']]
2023-05-23 11:05:272 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 11:05:796 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 11:05:959 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-23 11:05:75 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-23 11:05:231 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-23 11:05:303 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (dc7da8862e8295adbd2a3984033ef12b)] -> xpath: //button[normalize-space()='Search']]
2023-05-23 11:05:351 INFO  ViewSystemUsersPage :75 - Get text Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='oxd-table-card']/div/div[2]/div'
2023-05-23 11:05:489 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 11:05:440 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: //input[@name='username']]
2023-05-23 11:05:568 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: //input[@name='password']]
2023-05-23 11:05:649 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 11:05:366 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 11:05:641 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-23 11:05:781 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-23 11:05:961 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-23 11:05:37 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: //button[normalize-space()='Search']]
2023-05-23 11:05:277 INFO  AddUserPage :127 - Get text : [[ChromeDriver: chrome on WINDOWS (2c587b04d4f0d495ab0115bd2e2d0823)] -> xpath: //span[normalize-space()='No Records Found']]
2023-05-23 12:05:65 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 12:05:50 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (f016c707d6ab74d50906f16d85f3a3bf)] -> xpath: //input[@name='username']]
2023-05-23 12:05:240 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (f016c707d6ab74d50906f16d85f3a3bf)] -> xpath: //input[@name='password']]
2023-05-23 12:05:321 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (f016c707d6ab74d50906f16d85f3a3bf)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 12:05:516 INFO  DashboardPage :41 - Get text [[ChromeDriver: chrome on WINDOWS (f016c707d6ab74d50906f16d85f3a3bf)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-05-23 12:05:166 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 12:05:715 INFO  LoginPage :34 - Logo is displayed [[ChromeDriver: chrome on WINDOWS (5c2d3f29b297e5a978d463bcb1fe36c3)] -> xpath: //div[@class='orangehrm-login-logo']//img[@alt='orangehrm-logo']]
2023-05-23 12:05:323 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 12:05:83 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (090b9f14bf5f9de01d521d61f3d8fdc3)] -> xpath: //input[@name='username']]
2023-05-23 12:05:228 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (090b9f14bf5f9de01d521d61f3d8fdc3)] -> xpath: //input[@name='password']]
2023-05-23 12:05:322 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (090b9f14bf5f9de01d521d61f3d8fdc3)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 12:05:631 INFO  DashboardPage :36 - Click on [[ChromeDriver: chrome on WINDOWS (090b9f14bf5f9de01d521d61f3d8fdc3)] -> xpath: //img[@class='oxd-userdropdown-img']]
2023-05-23 12:05:661 INFO  DashboardPage :30 - Mouse hover on [[ChromeDriver: chrome on WINDOWS (090b9f14bf5f9de01d521d61f3d8fdc3)] -> xpath: (//a[@class='oxd-userdropdown-link'])[4]]
2023-05-23 12:05:905 INFO  LoginPage :38 - Get text [[ChromeDriver: chrome on WINDOWS (090b9f14bf5f9de01d521d61f3d8fdc3)] -> xpath: //h5[@class='oxd-text oxd-text--h5 orangehrm-login-title']]
2023-05-23 12:05:382 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 12:05:237 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //input[@name='username']]
2023-05-23 12:05:360 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //input[@name='password']]
2023-05-23 12:05:433 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 12:05:897 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 12:05:349 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-23 12:05:864 INFO  AddUserPage :71 - Click add user : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //button[normalize-space()='Add']]
2023-05-23 12:05:406 INFO  ViewSystemUsersPage :125 - Get text [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //h6[normalize-space()='Add User']]
2023-05-23 12:05:574 INFO  AddUserPage :118 - Set role : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //span[contains(text(),'Admin')]]
2023-05-23 12:05:865 INFO  AddUserPage :111 - Send text : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //input[@placeholder='Type for hints...']]
2023-05-23 12:05:23 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-23 12:05:656 INFO  AddUserPage :65 - Enter user name : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-23 12:05:303 INFO  AddUserPage :95 - Send text : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: (//input[@type='password'])[1]]
2023-05-23 12:05:438 INFO  AddUserPage :89 - Send text : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: (//input[@type='password'])[2]]
2023-05-23 12:05:520 INFO  AddUserPage :77 - Click on save : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-05-23 12:05:87 INFO  AddUserPage :122 - Get text : [[ChromeDriver: chrome on WINDOWS (f1dffa235738978f430f34c100a9843c)] -> xpath: //div[@class='oxd-toast-content oxd-toast-content--success']/p[2]]
2023-05-23 12:05:710 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 12:05:729 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: //input[@name='username']]
2023-05-23 12:05:866 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: //input[@name='password']]
2023-05-23 12:05:668 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 12:05:446 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 12:05:722 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: //h5[normalize-space()='System Users']]
2023-05-23 12:05:920 INFO  ViewSystemUsersPage :120 - Send text [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: (//input[@class='oxd-input oxd-input--active'])[2]]
2023-05-23 12:05:285 INFO  AddUserPage :102 - Select status : [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: (//i[@class='oxd-icon bi-caret-down-fill oxd-select-text--arrow'])[2]]
2023-05-23 12:05:373 INFO  ViewSystemUsersPage :94 - Click on [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: //button[normalize-space()='Search']]
2023-05-23 12:05:698 INFO  ViewSystemUsersPage :75 - Get text [[ChromeDriver: chrome on WINDOWS (e01197a947e1c21f7cd7dad67470b4aa)] -> xpath: //div[@class='oxd-table-card']/div/div[2]/div]
2023-05-23 12:05:251 INFO  ManageBrowser :28 - Opening browser Chrome 
2023-05-23 12:05:69 INFO  LoginPage :49 - Send text [[ChromeDriver: chrome on WINDOWS (0fc6b79630b2f5b97fa5134614d7fd07)] -> xpath: //input[@name='username']]
2023-05-23 12:05:192 INFO  LoginPage :55 - Send text [[ChromeDriver: chrome on WINDOWS (0fc6b79630b2f5b97fa5134614d7fd07)] -> xpath: //input[@name='password']]
2023-05-23 12:05:272 INFO  LoginPage :44 - Click on [[ChromeDriver: chrome on WINDOWS (0fc6b79630b2f5b97fa5134614d7fd07)] -> xpath: //button[normalize-space()='Login']]
2023-05-23 12:05:634 INFO  HomePage :39 - Click on [[ChromeDriver: chrome on WINDOWS (0fc6b79630b2f5b97fa5134614d7fd07)] -> xpath: (//span[@class='oxd-text oxd-text--span oxd-main-menu-item--name'])[1]]
2023-05-23 12:05:916 INFO  ViewSystemUsersPage :131 - Get text [[ChromeDriver: chrome on WINDOWS (0fc6b79630b2f5b97fa5134614d7fd07)] -> xpath: //h5[normalize-space()='System Users']]
